7.808000000000000000e+03,8.138000000000000000e+03,7.465000000000000000e+03,8.008000000000000000e+03,7.564000000000000000e+03,7.910000000000000000e+03,7.840000000000000000e+03,7.791000000000000000e+03,8.621000000000000000e+03,7.214000000000000000e+03,7.338000000000000000e+03,7.616000000000000000e+03,7.322000000000000000e+03,7.734000000000000000e+03,8.438000000000000000e+03,9.094000000000000000e+03,9.054000000000000000e+03
8.395000000000000000e+03,8.288000000000000000e+03,8.423000000000000000e+03,8.541000000000000000e+03,8.457000000000000000e+03,8.870000000000000000e+03,8.538000000000000000e+03,8.341000000000000000e+03,7.692000000000000000e+03,9.078000000000000000e+03,8.573000000000000000e+03,7.911000000000000000e+03,7.723000000000000000e+03,8.019000000000000000e+03,8.890000000000000000e+03,8.613000000000000000e+03,9.813000000000000000e+03
8.720000000000000000e+03,8.005000000000000000e+03,7.661000000000000000e+03,7.811000000000000000e+03,8.113000000000000000e+03,7.569000000000000000e+03,7.245000000000000000e+03,7.919000000000000000e+03,7.850000000000000000e+03,7.898000000000000000e+03,7.126000000000000000e+03,8.255000000000000000e+03,7.790000000000000000e+03,7.558000000000000000e+03,7.321000000000000000e+03,7.957000000000000000e+03,8.810000000000000000e+03
8.733000000000000000e+03,8.617000000000000000e+03,7.790000000000000000e+03,8.423000000000000000e+03,8.368000000000000000e+03,8.406000000000000000e+03,7.437000000000000000e+03,7.637000000000000000e+03,8.074000000000000000e+03,7.651000000000000000e+03,7.922000000000000000e+03,7.657000000000000000e+03,7.023000000000000000e+03,8.026000000000000000e+03,8.587000000000000000e+03,8.769000000000000000e+03,9.556000000000000000e+03
8.591000000000000000e+03,8.913000000000000000e+03,9.412000000000000000e+03,7.426000000000000000e+03,8.394000000000000000e+03,7.755000000000000000e+03,7.654000000000000000e+03,7.450000000000000000e+03,8.456000000000000000e+03,8.403000000000000000e+03,7.089000000000000000e+03,8.675000000000000000e+03,7.544000000000000000e+03,8.084000000000000000e+03,8.478000000000000000e+03,8.288000000000000000e+03,9.235000000000000000e+03
7.723000000000000000e+03,8.585000000000000000e+03,8.799000000000000000e+03,6.601000000000000000e+03,7.569000000000000000e+03,7.639000000000000000e+03,8.378000000000000000e+03,8.439000000000000000e+03,7.944000000000000000e+03,7.873000000000000000e+03,7.726000000000000000e+03,8.059000000000000000e+03,8.553000000000000000e+03,8.149000000000000000e+03,8.639000000000000000e+03,9.086000000000000000e+03,9.425000000000000000e+03
8.054000000000000000e+03,7.375000000000000000e+03,7.807000000000000000e+03,6.850000000000000000e+03,8.140000000000000000e+03,8.608000000000000000e+03,8.216000000000000000e+03,9.165000000000000000e+03,7.572000000000000000e+03,8.510000000000000000e+03,7.193000000000000000e+03,7.027000000000000000e+03,8.485000000000000000e+03,7.929000000000000000e+03,7.721000000000000000e+03,7.728000000000000000e+03,8.876000000000000000e+03
8.716000000000000000e+03,8.072000000000000000e+03,7.866000000000000000e+03,7.945000000000000000e+03,8.246000000000000000e+03,8.233000000000000000e+03,8.264000000000000000e+03,8.260000000000000000e+03,7.062000000000000000e+03,7.756000000000000000e+03,7.543000000000000000e+03,8.519000000000000000e+03,7.899000000000000000e+03,8.288000000000000000e+03,8.653000000000000000e+03,8.413000000000000000e+03,9.991000000000000000e+03
8.629000000000000000e+03,8.802000000000000000e+03,9.117000000000000000e+03,7.702000000000000000e+03,7.232000000000000000e+03,7.472000000000000000e+03,8.784000000000000000e+03,7.891000000000000000e+03,3.396000000000000000e+03,6.639000000000000000e+03,6.969000000000000000e+03,7.755000000000000000e+03,7.819000000000000000e+03,7.995000000000000000e+03,8.305000000000000000e+03,9.455000000000000000e+03,1.052800000000000000e+04
8.064000000000000000e+03,7.788000000000000000e+03,9.040000000000000000e+03,7.817000000000000000e+03,8.048000000000000000e+03,7.304000000000000000e+03,8.556000000000000000e+03,7.662000000000000000e+03,6.574000000000000000e+03,7.758000000000000000e+03,7.675000000000000000e+03,7.461000000000000000e+03,7.121000000000000000e+03,7.886000000000000000e+03,7.805000000000000000e+03,7.731000000000000000e+03,9.151000000000000000e+03
8.481000000000000000e+03,9.118000000000000000e+03,8.168000000000000000e+03,7.453000000000000000e+03,7.871000000000000000e+03,8.439000000000000000e+03,8.460000000000000000e+03,6.942000000000000000e+03,7.428000000000000000e+03,6.988000000000000000e+03,6.838000000000000000e+03,7.586000000000000000e+03,8.041000000000000000e+03,8.135000000000000000e+03,8.418000000000000000e+03,9.110000000000000000e+03,9.738000000000000000e+03
7.976000000000000000e+03,9.193000000000000000e+03,8.494000000000000000e+03,7.781000000000000000e+03,8.537000000000000000e+03,8.412000000000000000e+03,8.273000000000000000e+03,8.504000000000000000e+03,8.450000000000000000e+03,9.544000000000000000e+03,8.723000000000000000e+03,8.908000000000000000e+03,7.994000000000000000e+03,7.520000000000000000e+03,8.337000000000000000e+03,1.004600000000000000e+04,9.927000000000000000e+03
7.853000000000000000e+03,7.877000000000000000e+03,9.773000000000000000e+03,8.085000000000000000e+03,8.382000000000000000e+03,8.099000000000000000e+03,8.625000000000000000e+03,8.688000000000000000e+03,8.172000000000000000e+03,7.659000000000000000e+03,8.123000000000000000e+03,9.454000000000000000e+03,7.405000000000000000e+03,8.174000000000000000e+03,8.853000000000000000e+03,8.624000000000000000e+03,9.389000000000000000e+03
8.937000000000000000e+03,9.919000000000000000e+03,1.017900000000000000e+04,9.832000000000000000e+03,8.652000000000000000e+03,9.208000000000000000e+03,9.132000000000000000e+03,9.489000000000000000e+03,9.038000000000000000e+03,9.001000000000000000e+03,1.014800000000000000e+04,9.914000000000000000e+03,9.592000000000000000e+03,9.022000000000000000e+03,9.630000000000000000e+03,1.025700000000000000e+04,1.032200000000000000e+04
9.202000000000000000e+03,1.008600000000000000e+04,1.068200000000000000e+04,9.566000000000000000e+03,1.004500000000000000e+04,1.001100000000000000e+04,1.013600000000000000e+04,1.000900000000000000e+04,9.729000000000000000e+03,9.441000000000000000e+03,9.828000000000000000e+03,9.571000000000000000e+03,9.076000000000000000e+03,1.013700000000000000e+04,1.022300000000000000e+04,1.001700000000000000e+04,1.011500000000000000e+04
